#	X(mm)	XP(mrad)	Y(mm)	YP(mrad)	Z(mm)	W(MeV)
0.098	-0.289	0.582	0.36	-181.34	71.985
0.186	-0.852	0.075	-0.042	89.54	71.616
-0.022	1.104	0.19	0.601	189.22	71.481
-0.063	0.259	0.43	0.256	158.58	71.523
0.236	-0.814	0.059	-0.07	114.84	71.581
0.527	-1.069	0.332	0.454	-180.52	71.983
0.152	-0.781	0.217	-0.025	-42.68	71.795
0.055	-0.341	0.421	0.389	-80.23	71.846
0.168	-0.603	-0.766	-0.613	-109.73	71.887
-0.086	0.629	0.443	0.266	155.58	71.527
0.142	-0.697	-0.389	-0.658	73.25	71.638
0.153	-0.937	0.04	-0.208	-32.01	71.781
-0.034	0.648	0.172	0.036	28.02	71.699
0.581	-1.082	-0.114	-0.095	-240.67	72.065
0.187	0.821	0.182	0.009	70.02	71.642
-0.162	0.694	0.407	0.368	-36.75	71.787
-0.156	0.978	0.023	-0.193	90.26	71.615
-0.064	0.794	-0.086	0.034	1.01	71.736
-0.143	0.859	-0.093	0.178	32.09	71.694
-0.035	0.848	0.249	0.037	141.51	71.546
-0.065	-0.011	-0.302	-0.213	-45.52	71.799
0.016	-1.22	-0.167	0.057	171.39	71.506
0.236	-0.67	-0.282	-0.162	-152.86	71.945
0.363	-1.238	-0.156	-0.051	-47.25	71.802
0.144	-0.92	-0.3	-0.252	45.86	71.675
0.006	0.252	-0.347	-0.16	88.72	71.617
-0.138	0.232	-0.054	0.019	-72.53	71.836
-0.249	1.247	-0.062	0.141	48.86	71.672
-0.116	0.672	-0.344	-0.153	-217.52	72.035
-0.042	0.746	-0.705	-0.613	63.24	71.652
-0.131	0.669	-0.303	-0.299	-29.29	71.777
0.221	-0.592	-0.081	-0.192	-33.7	71.782
-0.025	-0.407	0.38	0.246	79.47	71.629
-0.211	0.996	-0.704	-0.579	-53.63	71.811
-0.246	1.304	0.177	-0.026	-25.67	71.773
0.356	-1.157	0.018	0.102	-60.72	71.82
-0.254	0.777	0.059	0.005	-173.92	71.974
0.334	-0.969	-0.102	-0.096	-131.0	71.916
-0.153	1.358	0.464	0.33	101.75	71.601
-0.221	0.625	-0.133	-0.17	-47.47	71.801
-0.008	-0.083	-0.525	-0.39	135.99	71.553
0.182	-0.669	0.218	0.349	58.32	71.658
0.012	0.119	0.229	0.217	-100.82	71.874
-0.493	1.177	0.191	0.269	-217.73	72.034
0.215	-0.746	-0.118	0.023	170.63	71.505
-0.042	0.247	0.16	-0.042	22.21	71.707
0.407	-1.144	0.066	0.095	-82.71	71.85
-0.297	1.205	-0.261	-0.192	-3.77	71.743
-0.479	0.924	0.196	0.327	-99.95	71.873
0.14	-0.935	0.238	0.528	137.05	71.551
0.079	0.034	-0.23	0.036	154.87	71.528
0.173	-1.279	0.374	0.228	21.05	71.71
-0.261	0.772	-0.112	-0.099	-55.83	71.813
-0.109	0.732	0.035	-0.044	-34.86	71.785
-0.059	0.552	-0.007	0.181	-4.25	71.743
0.114	-0.694	-0.18	-0.385	-9.2	71.75
-0.097	-0.085	-0.24	-0.109	-1.13	71.738
-0.175	1.208	-0.176	-0.045	26.67	71.702
0.06	-0.684	0.202	0.128	-23.29	71.769
-0.172	0.788	0.451	0.57	39.29	71.684
-0.269	1.147	-0.135	-0.095	-56.56	71.814
0.373	-0.946	-0.016	-0.095	-32.22	71.781
0.005	-0.255	-0.157	-0.208	-95.45	71.867
0.144	-0.712	0.187	0.149	-28.69	71.776
0.017	-0.238	0.266	0.337	-98.74	71.872
0.347	-0.399	-0.331	-0.409	-26.5	71.772
0.068	-1.104	0.344	0.235	123.41	71.57
0.243	-1.006	-0.853	-0.757	-43.32	71.797
-0.3	0.824	0.063	0.221	-144.97	71.935
-0.25	0.82	-0.069	-0.175	19.58	71.71
0.094	-0.856	-0.69	-0.575	0.73	71.737
-0.121	0.617	0.109	0.278	-5.88	71.745
0.219	-0.666	-1.642	-1.822	-60.8	71.819
0.182	-1.049	-0.335	-0.422	-56.03	71.813
0.323	-0.831	-0.139	-0.049	-97.02	71.87
0.15	-0.974	-0.081	0.058	25.53	71.703
-0.019	0.197	-0.84	-0.792	70.17	71.642
-0.078	0.332	0.244	0.224	-109.98	71.887
-0.299	0.95	-0.083	-0.155	-154.18	71.947
-0.164	0.868	0.175	0.313	-8.37	71.749
0.017	-0.353	-0.449	-0.313	73.31	71.638
-0.588	0.983	-0.134	-0.295	-141.58	71.93
-0.208	0.765	0.178	0.295	87.32	71.618
-0.139	0.909	-0.271	-0.569	131.82	71.558
0.024	-0.335	0.822	0.709	-12.17	71.754
0.342	-0.538	-0.365	-0.571	-8.32	71.748
-0.086	-0.15	0.203	-0.086	180.15	71.493
0.092	-0.276	0.62	0.465	29.58	71.697
-0.235	1.177	-0.027	-0.229	-5.7	71.746
0.09	-0.061	0.676	0.579	125.82	71.567
-0.491	1.156	0.368	0.477	-155.12	71.949
-0.009	-0.288	1.004	0.944	4.33	71.731
0.025	-0.181	0.58	0.462	100.67	71.601
0.533	-0.984	-0.031	0.163	-110.11	71.887
0.105	-0.999	0.38	0.782	169.54	71.507
-0.589	0.986	0.36	0.353	-188.58	71.994
-0.114	0.809	0.405	0.38	-3.25	71.742
-0.08	1.006	-0.226	-0.03	114.58	71.582
0.155	-0.82	0.304	0.333	-34.14	71.784
0.166	-0.784	0.022	-0.248	-14.63	71.757
-0.135	0.62	0.07	-0.19	9.77	71.724
0.052	-0.926	0.045	0.243	12.26	71.721
-0.169	0.729	0.351	0.593	175.6	71.498
0.419	-0.651	-0.198	0.024	-60.89	71.819
-0.102	0.689	-0.173	0.095	99.94	71.602
0.136	-0.66	-0.355	-0.544	-50.37	71.805
-0.221	1.056	0.924	0.87	-1.85	71.74
-0.108	1.009	-0.081	-0.361	120.91	71.574
0.259	-1.025	-0.057	0.15	82.16	71.626
-0.044	-0.031	-0.327	-0.104	-58.63	71.817
0.124	-0.324	0.357	0.44	-104.5	71.879
0.306	-0.915	-0.971	-0.878	-102.22	71.876
0.252	-1.118	-0.006	0.0	-85.9	71.854
0.194	-0.76	-0.429	-0.316	-225.75	72.046
-0.061	0.773	0.426	0.273	115.41	71.581
-0.486	1.167	0.102	0.107	-160.41	71.955
-0.041	0.381	0.682	0.617	-207.37	72.02
0.231	-1.06	0.417	0.692	-22.02	71.767
0.09	-0.3	-0.465	-0.297	-162.38	71.958
0.077	-0.45	-0.193	-0.221	-111.34	71.889
0.056	-0.529	-0.471	-0.303	-242.25	72.069
0.084	-0.858	-0.195	-0.016	-291.58	72.138
-0.084	0.467	-0.509	-0.39	-81.49	71.848
-0.057	0.112	-0.31	-0.485	-125.09	71.908
0.107	-0.747	-0.315	-0.175	51.75	71.667
-0.037	-0.415	-0.593	-0.515	-228.79	72.052
0.441	-1.087	-0.2	-0.385	-95.27	71.867
-0.043	-0.322	-0.175	-0.248	-76.55	71.841
-0.022	-0.107	0.548	0.424	101.9	71.599
-0.145	0.413	0.131	0.381	57.36	71.659
0.081	-1.1	0.509	0.408	114.05	71.584
-0.154	0.921	-0.323	-0.124	-35.33	71.786
0.26	-0.355	0.172	0.208	161.52	71.518
-0.082	0.395	-0.306	-0.105	78.26	71.631
-0.414	1.194	-0.218	-0.304	-121.69	71.903
0.214	-0.708	0.241	0.401	105.65	71.593
0.035	-0.141	0.463	0.411	-210.41	72.025
-0.241	0.834	-0.309	-0.254	-62.44	71.822
-0.252	0.823	0.415	0.501	80.71	71.628
0.245	-0.831	-0.067	-0.182	55.26	71.662
-0.308	0.88	0.043	0.177	15.44	71.716
0.187	-1.222	-0.037	0.167	-27.41	71.775
0.107	-1.151	1.289	1.598	172.07	71.505
-0.351	1.215	0.199	0.231	-105.07	71.88
0.184	-0.966	-0.05	0.162	130.92	71.56
0.166	-0.549	0.094	-0.016	-60.22	71.819
0.054	-0.155	0.395	0.283	-111.63	71.889
0.125	-0.195	-0.07	0.157	49.54	71.67
0.033	0.025	-0.679	-0.62	133.84	71.556
-0.295	1.035	-0.395	-0.439	8.79	71.725
0.284	-0.952	0.508	0.359	-11.54	71.753
-0.132	0.089	-0.12	-0.385	69.32	71.643
-0.162	0.778	-0.112	-0.134	-66.59	71.828
0.154	-0.978	0.443	0.423	29.68	71.697
0.183	-0.683	0.11	0.254	10.37	71.723
0.367	-1.174	0.197	0.43	-87.61	71.856
0.55	-1.148	0.043	-0.071	-199.72	72.01
-0.009	0.249	0.904	0.795	-118.88	71.899
0.014	0.215	0.37	0.186	40.48	71.682
-0.27	0.855	-0.019	0.111	-124.44	71.906
0.244	-0.697	0.135	0.191	76.86	71.633
0.042	0.303	-0.018	-0.271	-48.4	71.803
-0.133	0.993	0.206	0.046	88.94	71.617
0.004	-0.301	-0.487	-0.353	78.35	71.631
0.602	-1.064	-0.064	0.079	-186.16	71.991
0.052	1.152	0.304	0.393	-35.07	71.787
-0.125	0.25	0.415	0.342	-175.23	71.976
0.106	-0.23	0.022	-0.047	-138.63	71.926
0.104	-0.645	0.306	0.286	-89.53	71.859
-0.241	0.66	-0.176	-0.361	155.03	71.526
-0.63	1.051	0.257	0.279	-192.04	71.999
-0.15	0.951	0.514	0.545	-20.23	71.765
0.067	-0.823	0.642	0.591	202.11	71.464
-0.159	0.956	-0.102	-0.32	-44.21	71.797
0.252	-0.856	-0.271	-0.369	26.99	71.7
0.198	-0.986	-0.032	0.076	-38.28	71.789
0.173	-1.166	0.167	-0.006	1.76	71.736
0.519	-0.847	-0.092	-0.18	-183.51	71.987
-0.089	1.089	-0.297	-0.156	129.01	71.563
-0.137	0.242	0.098	0.302	4.19	71.731
-0.003	0.049	-0.025	0.104	-105.87	71.881
0.524	-1.075	-0.139	-0.126	-197.82	72.007
-0.131	0.215	0.021	0.123	-119.77	71.9
0.01	0.603	0.218	0.039	52.53	71.666
0.225	-1.07	0.096	-0.155	-22.09	71.768
-0.313	0.956	0.263	0.541	-18.61	71.763
0.015	-0.868	0.7	0.69	158.48	71.523
-0.037	0.018	-0.244	-0.111	-59.81	71.818
0.399	-1.207	-0.23	-0.216	-103.52	71.878
-0.535	1.141	-0.149	-0.023	-130.02	71.914
-0.164	1.249	-0.114	0.052	17.19	71.715
-0.04	0.092	0.495	0.466	-242.03	72.069
-0.087	0.019	0.067	-0.141	6.12	71.729
-0.458	1.144	0.19	0.105	-89.24	71.858
0.096	-0.399	0.365	0.46	-160.5	71.956
0.132	-0.595	0.375	0.281	-227.93	72.049
-0.092	-0.041	-0.062	0.07	-72.78	71.836
0.098	-0.714	0.121	0.373	-83.71	71.851
0.07	-0.606	-0.158	-0.069	-77.69	71.843
-0.102	0.676	0.014	-0.21	-67.28	71.829
-0.09	0.69	-0.126	0.082	-34.11	71.784
0.008	-0.183	0.26	0.378	-149.69	71.942
0.286	-0.646	0.109	0.348	-140.65	71.929
-0.11	0.685	0.668	0.596	141.83	71.545
0.194	-1.144	0.04	-0.137	-34.28	71.784
-0.012	0.601	-0.169	0.048	0.61	71.736
-0.037	0.247	0.125	0.158	-172.42	71.973
-0.057	1.006	-0.259	-0.107	54.17	71.664
-0.061	0.629	0.052	0.251	-55.88	71.813
-0.064	0.138	0.376	0.369	-202.48	72.014
-0.15	0.844	-0.502	-0.341	28.5	71.699
-0.09	0.534	-0.106	-0.312	-85.38	71.853
-0.243	1.13	-0.25	-0.005	2.68	71.734
0.262	-0.468	-0.116	-0.154	115.54	71.58
0.047	0.009	0.209	0.393	-121.62	71.903
-0.513	1.061	-0.06	-0.032	-206.48	72.019
0.076	-0.415	-0.364	-0.227	-5.76	71.745
-0.271	0.049	-0.01	-0.089	99.99	71.601
0.131	-0.778	-0.308	-0.281	-82.66	71.85
-0.503	0.836	-0.083	-0.023	-172.0	71.971
0.499	-1.13	-0.028	0.024	-219.52	72.037
0.228	-0.86	-0.439	-0.556	37.96	71.685
0.131	-0.462	-0.068	0.17	-52.26	71.808
0.071	-1.095	0.327	0.179	139.17	71.549
-0.067	0.473	-0.382	-0.217	22.34	71.707
-0.169	0.882	0.072	0.114	-96.44	71.868
-0.26	-0.173	-0.044	0.078	76.58	71.633
0.074	-0.577	-0.479	-0.343	67.73	71.646
-0.179	0.646	-0.143	-0.356	36.45	71.687
0.064	-0.153	-0.323	-0.402	-180.87	71.984
-0.173	0.844	0.014	-0.047	-84.59	71.852
-0.079	1.149	0.275	0.106	131.62	71.559
-0.244	0.939	0.27	0.188	98.8	71.603
-0.045	-0.004	-1.008	-0.921	-122.33	71.904
0.049	-0.728	-0.029	0.209	-292.2	72.139
0.144	-0.922	0.387	0.315	5.52	71.73
-0.067	0.639	-0.162	-0.133	-134.17	71.92
0.113	-0.58	0.331	0.352	-168.27	71.967
0.045	-1.192	-0.2	0.021	176.9	71.498
0.088	-0.595	-0.554	-0.441	147.48	71.538
0.196	-0.802	0.203	0.154	-66.17	71.827
-0.248	0.74	-0.094	-0.197	13.2	71.719
-0.147	0.479	0.148	0.04	-228.53	72.05
-0.191	0.799	-0.014	-0.213	50.81	71.668
0.14	-1.193	0.255	0.123	33.32	71.693
-0.054	0.291	0.783	0.76	105.87	71.594
-0.34	1.0	-0.077	-0.08	-46.7	71.801
-0.7	0.836	-0.513	-0.442	-207.22	72.02
-0.052	0.451	-0.34	-0.509	-194.62	72.003
-0.158	0.47	0.436	0.44	-197.36	72.007
0.178	-0.992	-0.3	-0.168	-251.58	72.082
0.041	-0.465	0.117	0.3	-100.0	71.873
-0.195	0.777	0.185	0.149	-246.54	72.075
-0.26	-0.003	0.259	0.588	150.64	71.532
0.055	-0.059	-0.785	-0.81	41.85	71.681
0.026	-0.481	-0.577	-0.43	10.04	71.724
0.227	-0.917	-0.086	0.011	-21.38	71.766
0.261	-1.051	-0.171	-0.378	-41.97	71.794
-0.33	0.984	-0.288	-0.307	-151.8	71.944
0.358	-0.724	0.045	-0.06	-22.07	71.767
0.091	0.025	0.426	0.499	-146.7	71.937
-0.15	0.772	-0.233	-0.592	97.31	71.605
-0.262	0.712	-0.146	-0.047	83.04	71.624
0.153	-0.755	-0.349	-0.142	27.49	71.7
-0.184	0.881	0.129	0.295	-58.67	71.817
-0.022	-0.05	0.897	0.946	122.39	71.571
-0.081	0.557	0.505	0.478	-269.36	72.107
0.2	-0.994	-0.045	-0.046	-114.96	71.894
0.18	-0.796	-0.015	-0.183	-28.42	71.776
0.194	-0.842	0.46	0.388	-61.99	71.821
0.221	-0.959	0.042	0.211	-18.77	71.763
0.008	0.303	-0.388	-0.233	20.81	71.709
0.178	-0.884	-0.342	-0.714	95.06	71.608
0.179	-0.593	-0.206	-0.473	51.96	71.666
-0.345	0.955	0.096	0.296	-24.89	71.771
0.215	-0.767	0.078	0.073	-89.7	71.859
-0.073	0.297	-0.31	-0.091	-114.45	71.893
0.299	-1.124	-0.668	-0.543	-74.92	71.839
-0.18	0.871	0.338	0.248	-214.53	72.03
-0.084	1.443	0.646	0.631	179.02	71.496
0.112	-0.661	-0.013	-0.172	-84.79	71.853
0.3	-0.86	0.188	0.173	-55.72	71.812
-0.119	0.887	0.132	0.362	-84.3	71.852
0.284	-0.09	-0.195	-0.496	28.58	71.698
-0.172	0.973	0.085	0.361	98.51	71.604
-0.156	0.724	0.446	0.393	-247.62	72.076
0.158	-0.893	-0.396	-0.203	59.34	71.657
0.351	-1.11	-0.247	-0.301	-87.41	71.856
0.182	-0.79	-0.096	0.073	2.95	71.733
-0.099	0.547	0.308	0.214	-188.68	71.995
-0.051	-0.271	0.675	0.625	150.52	71.533
0.264	-0.105	0.086	-0.009	145.2	71.54
0.283	-0.884	-0.084	-0.133	-17.89	71.761
-0.205	1.0	-0.431	-0.47	-91.61	71.862
-0.495	1.086	0.185	0.136	-124.07	71.906
-0.019	-0.109	0.022	0.128	-178.88	71.982
0.146	-0.881	-0.098	-0.008	-278.26	72.12
-0.16	0.938	0.12	-0.095	77.6	71.632
0.187	-1.13	0.335	0.24	74.58	71.636
0.005	-0.521	0.409	0.447	-138.92	71.926
-0.336	0.823	0.138	0.186	-97.26	71.87
0.104	-0.746	-0.492	-0.404	12.59	71.72
-0.129	0.34	0.021	-0.013	-245.88	72.075
-0.095	0.456	-0.162	0.003	-71.11	71.834
-0.004	-0.031	-0.424	-0.268	-21.24	71.766
-0.252	0.757	-0.006	-0.179	-113.45	71.891
-0.003	-0.321	-0.267	-0.064	-39.05	71.79
0.07	0.324	-0.294	-0.888	240.14	71.409
-0.119	0.662	-0.405	-0.24	71.84	71.64
-0.413	0.962	-0.071	-0.056	-135.25	71.921
0.005	0.486	0.324	0.141	26.6	71.701
0.216	0.514	0.283	0.215	5.94	71.728
-0.163	0.922	-0.003	0.119	-93.46	71.864
-0.145	0.65	-0.168	-0.065	-111.19	71.889
0.173	-0.969	0.144	0.455	82.98	71.625
0.145	-0.804	-0.028	0.153	-69.23	71.831
-0.28	0.008	-0.175	0.086	5.2	71.73
-0.27	0.59	0.035	-0.108	83.31	71.624
-0.343	1.103	-0.875	-0.798	-94.99	71.867
0.049	0.016	-1.414	-1.446	-116.19	71.895
-0.33	0.48	0.226	0.289	-10.96	71.752
-0.033	-0.257	0.403	0.437	-204.92	72.018
0.085	-0.446	0.503	0.336	-180.08	71.983
0.143	-0.864	-0.226	-0.066	-256.49	72.089
-0.167	1.033	-0.27	-0.114	-258.72	72.092
0.375	-0.771	0.164	0.451	-78.72	71.844
0.241	-0.795	-0.176	-0.174	-42.26	71.796
0.208	-0.975	-0.504	-0.485	-232.78	72.055
0.139	-0.39	-0.209	-0.32	-164.94	71.962
-0.251	0.698	-0.233	-0.413	45.07	71.676
-0.055	-0.159	0.429	0.303	-183.09	71.987
0.078	-0.75	0.728	0.713	159.23	71.522
-0.224	0.608	0.313	0.47	-75.02	71.839
0.007	0.212	-0.526	-0.41	-26.28	71.773
0.113	-0.376	0.013	0.166	-127.74	71.911
-0.256	0.972	1.002	0.966	-9.44	71.75
0.224	-1.232	-0.539	-0.424	-21.12	71.767
-0.229	0.886	-0.273	-0.222	-83.62	71.851
0.16	-0.476	0.289	0.125	-108.83	71.885
-0.402	0.94	0.277	0.246	-55.23	71.812
-0.133	0.611	0.153	-0.013	-67.67	71.829
-0.484	1.045	0.206	0.186	-153.69	71.947
-0.213	1.076	-0.266	-0.143	-11.15	71.753
0.12	-0.054	-0.154	0.069	25.89	71.702
0.031	-0.604	-1.095	-1.285	144.12	71.542
-0.126	0.4	0.606	0.461	-86.36	71.854
0.104	-0.615	0.448	0.33	-16.14	71.759
0.179	-0.705	-0.612	-0.458	-58.64	71.817
-0.025	-0.119	0.098	-0.143	-154.15	71.947
-0.028	0.165	0.867	0.755	-117.72	71.898
-0.098	0.743	-0.425	-0.478	-226.35	72.047
0.537	-0.88	0.335	0.281	-147.79	71.938
-0.094	0.485	-1.03	-1.044	-233.1	72.057
0.057	-0.567	0.105	0.276	-135.6	71.922
0.203	-0.868	0.034	-0.182	-27.48	71.775
-0.078	0.444	0.466	0.434	-266.83	72.104
-0.281	0.94	0.162	0.32	-37.64	71.788
-0.174	1.038	-0.106	0.119	88.12	71.618
-0.253	0.998	-0.052	0.111	-24.23	71.77
-0.259	1.154	-0.195	-0.26	-146.92	71.937
0.049	-0.645	-0.179	-0.25	-189.66	71.997
-0.059	-0.407	1.015	1.3	-39.68	71.795
0.304	-0.943	-0.165	-0.022	30.11	71.696
-0.023	0.425	-0.415	-0.321	-246.04	72.075
-0.324	1.054	-0.415	-0.462	-44.5	71.797
0.146	-1.26	0.857	0.91	91.09	71.615
0.154	-0.547	1.333	1.532	-20.11	71.764
-0.024	0.563	0.518	0.521	-231.96	72.055
0.137	-0.761	0.12	0.023	-140.57	71.929
-0.003	0.087	0.613	0.512	-25.91	71.772
0.193	-0.513	-1.13	-1.066	-112.83	71.891
-0.316	0.513	-0.109	-0.022	14.84	71.717
0.009	-0.23	-1.055	-0.991	-71.07	71.834
-0.209	1.095	-0.427	-0.349	33.69	71.692
0.273	-0.996	-0.946	-0.898	4.56	71.731
-0.096	0.713	0.603	0.527	39.79	71.683
0.027	0.074	0.08	-0.074	-160.22	71.956
0.016	0.227	0.341	0.155	-41.21	71.793
0.085	-1.229	0.092	0.229	-333.55	72.197
0.172	0.393	0.059	0.003	-144.7	71.938
-0.091	0.224	0.578	0.413	-160.72	71.956
-0.156	0.638	0.274	0.079	-0.3	71.738
-0.348	0.652	-0.285	-0.485	-97.22	71.869
-0.016	-0.335	0.466	0.367	-230.35	72.054
0.047	-0.42	-0.345	-0.192	-249.83	72.081
0.169	-0.974	1.232	1.471	105.45	71.594
-0.246	0.802	0.17	0.362	-4.66	71.743
0.244	-0.901	1.312	1.362	-23.79	71.77
0.414	-0.758	-0.268	-0.439	-99.04	71.871
-0.254	0.98	0.048	0.283	-27.05	71.774
0.059	-0.616	0.432	0.31	-17.34	71.761
-0.015	-0.654	0.028	-0.154	-300.98	72.152
0.047	-0.033	1.331	1.325	-128.91	71.912
0.31	-0.248	0.14	-0.002	-142.38	71.931
-0.078	0.276	-0.967	-0.879	-128.2	71.912
-0.286	1.128	-0.073	0.128	-71.76	71.835
-0.288	1.107	0.361	0.32	-83.0	71.85
0.067	-0.245	-0.781	-0.729	42.75	71.679
-0.421	1.088	-0.229	-0.159	-84.26	71.852
-0.403	1.184	-0.185	-0.202	-153.79	71.946
-0.112	0.833	1.294	1.55	81.84	71.626
0.127	-0.143	0.324	0.132	-30.53	71.778
-0.227	1.002	-0.18	0.011	-47.06	71.801
0.143	-1.0	-0.131	-0.511	115.27	71.582
-0.063	0.12	-0.422	-0.32	-234.82	72.06
0.261	-1.014	-0.353	-0.515	-103.06	71.877
-0.343	0.918	0.189	0.244	-162.73	71.959
-0.401	0.666	0.298	0.34	-159.04	71.953
0.435	-1.098	-0.014	-0.243	-116.86	71.896
0.464	-1.075	0.066	-0.108	-167.44	71.966
0.162	-0.856	-0.578	-0.522	-81.27	71.847
-0.509	0.948	-0.331	-0.418	-145.28	71.935
0.064	-0.234	-0.003	0.263	-266.83	72.104
-0.446	0.932	0.012	0.252	-102.26	71.876
-0.07	-0.074	0.109	0.292	-271.3	72.11
0.462	-0.878	0.317	0.389	-135.28	71.921
-0.053	0.318	0.371	0.256	-240.03	72.067
0.278	-0.987	0.361	0.262	-34.44	71.784
-0.148	0.95	0.479	0.363	76.28	71.634
0.146	-0.392	0.005	0.177	-157.12	71.951
-0.104	0.549	-0.442	-0.282	-58.39	71.817
-0.019	0.016	-0.385	-0.183	-135.42	71.922
-0.407	1.245	-1.169	-1.204	-38.79	71.791
0.202	-1.028	-0.565	-0.525	-32.2	71.781
0.212	-0.728	-0.512	-0.359	-104.23	71.879
-0.263	0.821	-0.11	-0.312	12.69	71.72
-0.131	0.315	0.191	0.009	-84.07	71.851
-0.165	0.582	0.373	0.199	-168.59	71.967
-0.28	0.125	0.009	-0.219	50.2	71.669
0.057	-0.139	-0.32	-0.295	-252.53	72.084
0.113	-0.88	-0.136	-0.262	-299.14	72.149
0.073	-0.34	0.295	0.212	-240.36	72.068
-0.155	0.521	1.046	0.985	-107.88	71.884
0.175	-1.032	0.288	0.105	69.17	71.644
-0.036	-0.44	-0.156	-0.102	-193.35	72.005
0.275	-0.936	0.26	0.205	-101.72	71.875
-0.306	0.93	0.08	0.071	-82.22	71.849
-0.234	0.823	0.017	0.302	-4.07	71.743
0.501	-0.934	0.155	0.127	-185.54	71.99
0.182	-0.559	0.314	0.082	-8.73	71.749
-0.244	1.121	-0.322	-0.346	-300.35	72.151
0.089	-0.206	0.444	0.227	-169.65	71.969
-0.162	0.966	0.695	0.638	-282.48	72.125
-0.262	0.572	-0.335	-0.453	16.17	71.716
-0.059	0.312	1.067	1.204	89.02	71.616
-0.019	0.664	-0.063	-0.054	-245.06	72.076
-0.338	0.623	-0.305	-0.324	-12.81	71.754
-0.053	-0.018	0.557	0.506	-226.57	72.049
0.278	-1.081	0.134	-0.071	-24.41	71.771
0.045	-0.23	-0.693	-0.557	-92.61	71.863
0.312	-0.781	-0.019	0.177	11.6	71.721
-0.064	0.263	-0.126	0.019	-216.03	72.033
-0.288	0.542	-0.128	-0.354	-85.59	71.854
0.471	-0.947	0.288	0.374	-173.82	71.974
-0.072	0.052	0.368	0.335	-264.51	72.101
0.383	-1.042	-0.1	-0.062	-102.64	71.877
0.029	0.133	1.371	1.596	-105.13	71.883
-0.434	1.142	1.108	1.11	-98.18	71.871
0.02	0.604	-0.495	-0.563	-66.27	71.832
-0.274	0.383	-0.395	-0.619	53.57	71.664
0.187	-1.044	-0.365	-0.418	-184.68	71.989
0.387	-0.83	0.116	0.295	-69.91	71.832
-0.265	0.095	-0.269	-0.612	56.3	71.661
0.161	-1.111	-0.461	-0.362	11.61	71.722
-0.207	-0.74	-0.196	-0.357	95.08	71.608
0.057	0.077	0.282	0.128	-234.21	72.06
-0.14	0.872	0.207	0.448	-251.84	72.082
-0.187	0.828	0.583	0.424	-123.48	71.905
-0.025	0.563	0.339	0.417	-265.36	72.102
-0.053	0.576	0.233	0.008	-144.17	71.934
0.268	-0.063	-0.023	0.011	68.8	71.643
-0.031	0.652	-0.125	-0.159	-254.66	72.089
0.423	-1.185	-0.136	-0.138	-179.24	71.981
-0.381	0.777	0.089	0.289	-132.84	71.918
0.015	-0.379	0.632	0.518	-102.74	71.877
-0.046	-0.345	0.141	0.015	-265.82	72.102
0.339	-1.009	0.043	-0.237	-11.48	71.753
-0.002	0.393	0.7	0.677	-223.85	72.045
-0.107	0.349	1.525	1.719	-105.45	71.88
-0.008	-0.486	0.002	-0.056	-263.2	72.099
-0.196	1.367	-0.534	-0.465	38.74	71.686
0.062	-0.514	-0.449	-0.302	-246.26	72.075
-0.536	1.012	-0.281	-0.126	-171.43	71.971
-0.393	1.091	-0.197	0.038	-18.17	71.763
0.273	-0.678	0.055	0.342	76.72	71.633
-0.242	0.808	0.038	0.236	-70.97	71.834
0.048	-0.772	0.343	0.459	-224.63	72.045
0.242	-1.19	-0.572	-0.473	10.92	71.723
-0.141	0.474	0.133	-0.08	-213.75	72.03
-0.03	0.073	-1.102	-1.207	19.63	71.711
-0.033	-0.122	-1.144	-1.151	-18.22	71.762
0.058	-0.393	-0.672	-0.512	-227.9	72.049
-0.103	0.963	0.068	0.18	-203.6	72.016
0.143	-0.841	0.572	0.496	-86.54	71.855
0.065	-0.245	-0.159	-0.369	-239.59	72.066
0.199	-1.058	-0.026	-0.055	-203.89	72.016
-0.099	0.937	-1.06	-1.17	77.42	71.632
0.459	-1.041	-0.013	-0.048	-134.94	71.921
0.104	-0.895	-0.369	-0.445	-261.44	72.096
-0.206	0.836	-0.287	-0.163	-116.59	71.896
-0.055	0.369	0.294	0.083	-166.36	71.964
-0.055	0.434	0.023	0.092	-251.14	72.083
0.023	0.058	0.18	0.114	-234.75	72.06
-0.099	0.63	0.303	0.323	-267.58	72.105
0.24	-0.774	0.116	0.276	-113.26	71.891
0.249	-0.891	0.084	-0.002	-149.16	71.94
-0.364	1.395	-0.444	-0.32	-39.19	71.792
-0.073	0.137	0.327	0.304	-230.18	72.054
0.05	-0.47	0.104	0.07	-221.68	72.043
0.355	0.045	-0.029	0.015	199.68	71.465
0.256	-0.076	0.274	0.537	155.45	71.526
-0.185	0.975	-0.005	-0.051	-213.5	72.029
-0.227	0.881	-0.22	-0.025	24.7	71.704
-0.236	0.176	-0.031	0.037	202.81	71.462
0.257	-1.193	-0.419	-0.288	-45.76	71.8
0.297	-0.792	0.285	0.511	-35.19	71.785
-0.042	-0.105	-0.785	-0.732	32.41	71.693
0.217	0.553	0.08	0.084	59.05	71.656
0.119	-0.612	1.138	1.274	53.66	71.664
-0.374	1.05	0.315	0.44	-116.87	71.896
0.219	-0.671	-0.146	-0.335	-132.35	71.917
0.204	-1.099	-0.484	-0.429	-176.68	71.978
0.168	-1.07	-0.219	0.007	108.18	71.591
